activity	time	p	p_peak	p_smooth
Mouse4, F, AbSal	1522.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1522.083	5.8	1	1
Mouse7, F, AbSal	1522.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1522.083	0	0	0
Mouse2, F, NoAbCec	1522.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1522.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1522.167	5.8	1	1
Mouse7, F, AbSal	1522.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1522.167	0	0	0
Mouse2, F, NoAbCec	1522.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1522.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1522.25	5.8	1	1
Mouse7, F, AbSal	1522.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1522.25	0	0	0
Mouse2, F, NoAbCec	1522.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1522.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1522.333	5.8	1	1
Mouse7, F, AbSal	1522.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1522.333	0	0	0
Mouse2, F, NoAbCec	1522.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1522.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1522.417	5.8	1	1
Mouse7, F, AbSal	1522.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1522.417	0	0	0
Mouse2, F, NoAbCec	1522.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1522.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1522.5	5.8	1	1
Mouse7, F, AbSal	1522.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1522.5	0	0	0
Mouse2, F, NoAbCec	1522.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1522.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1522.583	5.8	1	1
Mouse7, F, AbSal	1522.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1522.583	0	0	0
Mouse2, F, NoAbCec	1522.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1522.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1522.667	5.8	1	1
Mouse7, F, AbSal	1522.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1522.667	0	0	0
Mouse2, F, NoAbCec	1522.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1522.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1522.75	5.8	1	1
Mouse7, F, AbSal	1522.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1522.75	0	0	0.16260162601626016
Mouse2, F, NoAbCec	1522.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1522.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1522.833	5.8	1	1
Mouse7, F, AbSal	1522.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1522.833	20	0.4878048780487805	0.3252032520325203
Mouse2, F, NoAbCec	1522.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1522.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1522.917	5.8	1	1
Mouse7, F, AbSal	1522.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1522.917	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1523	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1523	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1523	5.8	1	1
Mouse7, F, AbSal	1523	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1523	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1523.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1523.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1523.083	5.8	1	1
Mouse7, F, AbSal	1523.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1523.083	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1523.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1523.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1523.167	5.8	1	1
Mouse7, F, AbSal	1523.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1523.167	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1523.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1523.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1523.25	5.8	1	1
Mouse7, F, AbSal	1523.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1523.25	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1523.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1523.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1523.333	5.8	1	1
Mouse7, F, AbSal	1523.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1523.333	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1523.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1523.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1523.417	5.8	1	1
Mouse7, F, AbSal	1523.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1523.417	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1523.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1523.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1523.5	5.8	1	1
Mouse7, F, AbSal	1523.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1523.5	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1523.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1523.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1523.583	5.8	1	1
Mouse7, F, AbSal	1523.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1523.583	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1523.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1523.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1523.667	5.8	1	1
Mouse7, F, AbSal	1523.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1523.667	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1523.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1523.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1523.75	5.8	1	1
Mouse7, F, AbSal	1523.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1523.75	20	0.4878048780487805	0.3252032520325203
Mouse2, F, NoAbCec	1523.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1523.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1523.833	5.8	1	1
Mouse7, F, AbSal	1523.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1523.833	0	0	0.16260162601626016
Mouse2, F, NoAbCec	1523.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1523.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1523.917	5.8	1	1
Mouse7, F, AbSal	1523.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1523.917	0	0	0
Mouse2, F, NoAbCec	1524	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1524	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1524	5.8	1	1
Mouse7, F, AbSal	1524	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1524	0	0	0
Mouse2, F, NoAbCec	1524.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1524.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1524.083	5.8	1	1
Mouse7, F, AbSal	1524.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1524.083	0	0	0
Mouse2, F, NoAbCec	1524.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1524.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1524.167	5.8	1	1
Mouse7, F, AbSal	1524.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1524.167	0	0	0
Mouse2, F, NoAbCec	1524.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1524.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1524.25	5.8	1	1
Mouse7, F, AbSal	1524.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1524.25	0	0	0
Mouse2, F, NoAbCec	1524.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1524.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1524.333	5.8	1	1
Mouse7, F, AbSal	1524.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1524.333	0	0	0
Mouse2, F, NoAbCec	1524.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1524.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1524.417	5.8	1	1
Mouse7, F, AbSal	1524.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1524.417	0	0	0
Mouse2, F, NoAbCec	1524.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1524.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1524.5	5.8	1	1
Mouse7, F, AbSal	1524.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1524.5	0	0	0
Mouse2, F, NoAbCec	1524.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1524.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1524.583	5.8	1	1
Mouse7, F, AbSal	1524.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1524.583	0	0	0
Mouse2, F, NoAbCec	1524.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1524.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1524.667	5.8	1	1
Mouse7, F, AbSal	1524.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1524.667	0	0	0
Mouse2, F, NoAbCec	1524.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1524.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1524.75	5.8	1	1
Mouse7, F, AbSal	1524.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1524.75	0	0	0
Mouse2, F, NoAbCec	1524.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1524.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1524.833	5.8	1	1
Mouse7, F, AbSal	1524.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1524.833	0	0	0
Mouse2, F, NoAbCec	1524.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1524.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1524.917	5.8	1	1
Mouse7, F, AbSal	1524.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1524.917	0	0	0
Mouse2, F, NoAbCec	1525	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1525	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1525	5.8	1	1
Mouse7, F, AbSal	1525	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1525	0	0	0
Mouse2, F, NoAbCec	1525.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1525.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1525.083	5.8	1	1
Mouse7, F, AbSal	1525.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1525.083	0	0	0
Mouse2, F, NoAbCec	1525.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1525.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1525.167	5.8	1	1
Mouse7, F, AbSal	1525.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1525.167	0	0	0
Mouse2, F, NoAbCec	1525.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1525.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1525.25	5.8	1	1
Mouse7, F, AbSal	1525.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1525.25	0	0	0
Mouse2, F, NoAbCec	1525.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1525.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1525.333	5.8	1	1
Mouse7, F, AbSal	1525.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1525.333	0	0	0
Mouse2, F, NoAbCec	1525.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1525.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1525.417	5.8	1	1
Mouse7, F, AbSal	1525.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1525.417	0	0	0
Mouse2, F, NoAbCec	1525.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1525.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1525.5	5.8	1	1
Mouse7, F, AbSal	1525.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1525.5	0	0	0
Mouse2, F, NoAbCec	1525.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1525.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1525.583	5.8	1	1
Mouse7, F, AbSal	1525.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1525.583	0	0	0
Mouse2, F, NoAbCec	1525.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1525.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1525.667	5.8	1	1
Mouse7, F, AbSal	1525.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1525.667	0	0	0
Mouse2, F, NoAbCec	1525.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1525.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1525.75	5.8	1	1
Mouse7, F, AbSal	1525.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1525.75	0	0	0
Mouse2, F, NoAbCec	1525.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1525.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1525.833	5.8	1	1
Mouse7, F, AbSal	1525.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1525.833	0	0	0
Mouse2, F, NoAbCec	1525.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1525.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1525.917	5.8	1	1
Mouse7, F, AbSal	1525.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1525.917	0	0	0
Mouse2, F, NoAbCec	1526	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1526	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1526	5.8	1	1
Mouse7, F, AbSal	1526	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1526	0	0	0
Mouse2, F, NoAbCec	1526.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1526.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1526.083	5.8	1	1
Mouse7, F, AbSal	1526.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1526.083	0	0	0
Mouse2, F, NoAbCec	1526.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1526.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1526.167	5.8	1	1
Mouse7, F, AbSal	1526.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1526.167	0	0	0
Mouse2, F, NoAbCec	1526.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1526.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1526.25	5.8	1	1
Mouse7, F, AbSal	1526.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1526.25	0	0	0.04715447154471544
Mouse2, F, NoAbCec	1526.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1526.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1526.333	5.8	1	1
Mouse7, F, AbSal	1526.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1526.333	5.8	0.14146341463414633	0.09430894308943089
Mouse2, F, NoAbCec	1526.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1526.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1526.417	5.8	1	1
Mouse7, F, AbSal	1526.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1526.417	5.8	0.14146341463414633	0.09430894308943089
Mouse2, F, NoAbCec	1526.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1526.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1526.5	5.8	1	1
Mouse7, F, AbSal	1526.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1526.5	0	0	0.04715447154471544
Mouse2, F, NoAbCec	1526.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1526.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1526.583	5.8	1	1
Mouse7, F, AbSal	1526.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1526.583	0	0	0.04715447154471544
Mouse2, F, NoAbCec	1526.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1526.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1526.667	5.8	1	1
Mouse7, F, AbSal	1526.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1526.667	5.8	0.14146341463414633	0.09430894308943089
Mouse2, F, NoAbCec	1526.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1526.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1526.75	5.8	1	1
Mouse7, F, AbSal	1526.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1526.75	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	1526.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1526.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1526.833	5.8	1	1
Mouse7, F, AbSal	1526.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1526.833	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	1526.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1526.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1526.917	5.8	1	1
Mouse7, F, AbSal	1526.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1526.917	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	1527	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1527	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1527	5.8	1	1
Mouse7, F, AbSal	1527	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1527	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	1527.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1527.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1527.083	5.8	1	1
Mouse7, F, AbSal	1527.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1527.083	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	1527.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1527.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1527.167	5.8	1	1
Mouse7, F, AbSal	1527.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1527.167	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	1527.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1527.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1527.25	5.8	1	1
Mouse7, F, AbSal	1527.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1527.25	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	1527.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1527.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1527.333	5.8	1	1
Mouse7, F, AbSal	1527.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1527.333	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	1527.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1527.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1527.417	5.8	1	1
Mouse7, F, AbSal	1527.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1527.417	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	1527.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1527.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1527.5	5.8	1	1
Mouse7, F, AbSal	1527.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1527.5	5.8	0.14146341463414633	0.09430894308943089
Mouse2, F, NoAbCec	1527.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1527.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1527.583	5.8	1	1
Mouse7, F, AbSal	1527.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1527.583	0	0	0.04715447154471544
Mouse2, F, NoAbCec	1527.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1527.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1527.667	5.8	1	1
Mouse7, F, AbSal	1527.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1527.667	0	0	0
Mouse2, F, NoAbCec	1527.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1527.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1527.75	5.8	1	1
Mouse7, F, AbSal	1527.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1527.75	0	0	0
Mouse2, F, NoAbCec	1527.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1527.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1527.833	5.8	1	1
Mouse7, F, AbSal	1527.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1527.833	0	0	0
Mouse2, F, NoAbCec	1527.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1527.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1527.917	5.8	1	1
Mouse7, F, AbSal	1527.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1527.917	0	0	0
Mouse2, F, NoAbCec	1528	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1528	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1528	5.8	1	1
Mouse7, F, AbSal	1528	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1528	0	0	0
Mouse2, F, NoAbCec	1528.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1528.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1528.083	5.8	1	1
Mouse7, F, AbSal	1528.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1528.083	0	0	0
Mouse2, F, NoAbCec	1528.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1528.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1528.167	5.8	1	1
Mouse7, F, AbSal	1528.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1528.167	0	0	0
Mouse2, F, NoAbCec	1528.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1528.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1528.25	5.8	1	1
Mouse7, F, AbSal	1528.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1528.25	0	0	0
Mouse2, F, NoAbCec	1528.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1528.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1528.333	5.8	1	1
Mouse7, F, AbSal	1528.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1528.333	0	0	0
Mouse2, F, NoAbCec	1528.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1528.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1528.417	5.8	1	1
Mouse7, F, AbSal	1528.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1528.417	0	0	0
Mouse2, F, NoAbCec	1528.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1528.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1528.5	5.8	1	1
Mouse7, F, AbSal	1528.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1528.5	0	0	0
Mouse2, F, NoAbCec	1528.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1528.583	5.8	0.14146341463414633	0.14146341463414633
